In this Ablation study, multiple threads are used to make batches for global training. 10 CPUs are requested and 8 CPUs are used. Only the stratospheric data is used - which might not be the best choice since troposheric information is completely ignored - but it is a plausible test of nonlocal predictability in the stratosphere. To evaluate seasonal predictions, the full year 2015 is used a validation set, which is also good because 2015 had extreme winds in the stratosphere during DJF. Input set can be variable with this dataset. Right now only u,v,theta are input. Should extend it to include w and N2 later. Output is UW and VW.
Done
Region: 1andes
total_time=2.732781410217285
Input dim: 183, hidden dim: 732, output dim: 120
model1 created. 
 --- model1 size: 9.55 MBs,
 --- Num params: 2.495 mil. 
Training...
Epoch 1, 1/100, training error: 0.256629, testing error: 0.254138
Epoch 26, 26/100, training error: 0.232144, testing error: 0.236905
Epoch 27, 27/100, training error: 0.232112, testing error: 0.235766
Epoch 28, 28/100, training error: 0.231882, testing error: 0.235121
Epoch 29, 29/100, training error: 0.231643, testing error: 0.236234
Epoch 30, 30/100, training error: 0.231536, testing error: 0.235587
Epoch 31, 31/100, training error: 0.231308, testing error: 0.234473
Epoch 32, 32/100, training error: 0.231315, testing error: 0.236024
Epoch 33, 33/100, training error: 0.231000, testing error: 0.235721
Epoch 34, 34/100, training error: 0.230871, testing error: 0.234713
Epoch 35, 35/100, training error: 0.230716, testing error: 0.234734
Epoch 36, 36/100, training error: 0.230497, testing error: 0.235350
Epoch 37, 37/100, training error: 0.230408, testing error: 0.234509
Epoch 38, 38/100, training error: 0.230203, testing error: 0.233401
Epoch 39, 39/100, training error: 0.230158, testing error: 0.234413
Epoch 40, 40/100, training error: 0.229958, testing error: 0.234588
Epoch 41, 41/100, training error: 0.229818, testing error: 0.233590
Epoch 42, 42/100, training error: 0.229688, testing error: 0.234164
Epoch 43, 43/100, training error: 0.229518, testing error: 0.234522
Epoch 44, 44/100, training error: 0.229426, testing error: 0.233913
Epoch 45, 45/100, training error: 0.229284, testing error: 0.233216
Epoch 46, 46/100, training error: 0.229228, testing error: 0.234497
Epoch 47, 47/100, training error: 0.229046, testing error: 0.233780
Epoch 48, 48/100, training error: 0.228945, testing error: 0.233269
Epoch 49, 49/100, training error: 0.228877, testing error: 0.234269
Epoch 50, 50/100, training error: 0.228711, testing error: 0.233972
Epoch 51, 51/100, training error: 0.228681, testing error: 0.233708
Epoch 52, 52/100, training error: 0.228532, testing error: 0.232795
Epoch 53, 53/100, training error: 0.228435, testing error: 0.234248
Epoch 54, 54/100, training error: 0.228331, testing error: 0.233593
Epoch 55, 55/100, training error: 0.228228, testing error: 0.232693
Epoch 56, 56/100, training error: 0.228185, testing error: 0.233957
Epoch 57, 57/100, training error: 0.228053, testing error: 0.233933
Epoch 58, 58/100, training error: 0.228036, testing error: 0.233242
Epoch 59, 59/100, training error: 0.227887, testing error: 0.232641
Epoch 60, 60/100, training error: 0.227808, testing error: 0.234208
Epoch 61, 61/100, training error: 0.227764, testing error: 0.233256
Epoch 62, 62/100, training error: 0.227632, testing error: 0.232262
Epoch 63, 63/100, training error: 0.227648, testing error: 0.233747
Epoch 64, 64/100, training error: 0.227489, testing error: 0.234019
Epoch 65, 65/100, training error: 0.227443, testing error: 0.232952
Epoch 66, 66/100, training error: 0.227338, testing error: 0.232922
Epoch 67, 67/100, training error: 0.227267, testing error: 0.234011
Epoch 68, 68/100, training error: 0.227236, testing error: 0.233426
Epoch 69, 69/100, training error: 0.227119, testing error: 0.232149
Epoch 70, 70/100, training error: 0.227123, testing error: 0.233753
Epoch 71, 71/100, training error: 0.227036, testing error: 0.233810
Epoch 72, 72/100, training error: 0.226950, testing error: 0.232493
Epoch 73, 73/100, training error: 0.226885, testing error: 0.232919
Epoch 74, 74/100, training error: 0.226791, testing error: 0.233384
Epoch 75, 75/100, training error: 0.226774, testing error: 0.232666
Epoch 76, 76/100, training error: 0.226652, testing error: 0.231447
Epoch 77, 77/100, training error: 0.226627, testing error: 0.232976
Epoch 78, 78/100, training error: 0.226590, testing error: 0.232584
Epoch 79, 79/100, training error: 0.226526, testing error: 0.231753
Epoch 80, 80/100, training error: 0.226462, testing error: 0.232149
Epoch 81, 81/100, training error: 0.226388, testing error: 0.232643
Epoch 82, 82/100, training error: 0.226419, testing error: 0.232043
Epoch 83, 83/100, training error: 0.226281, testing error: 0.230980
Epoch 84, 84/100, training error: 0.226223, testing error: 0.232505
Epoch 85, 85/100, training error: 0.226214, testing error: 0.231976
Epoch 86, 86/100, training error: 0.226125, testing error: 0.230999
Epoch 87, 87/100, training error: 0.226098, testing error: 0.231565
Epoch 88, 88/100, training error: 0.226040, testing error: 0.232114
Epoch 89, 89/100, training error: 0.226053, testing error: 0.231486
Epoch 90, 90/100, training error: 0.225955, testing error: 0.230837
Epoch 91, 91/100, training error: 0.225869, testing error: 0.232510
Epoch 92, 92/100, training error: 0.225926, testing error: 0.231552
Epoch 93, 93/100, training error: 0.225833, testing error: 0.230836
Epoch 94, 94/100, training error: 0.225819, testing error: 0.231782
Epoch 95, 95/100, training error: 0.225756, testing error: 0.232111
Epoch 96, 96/100, training error: 0.225812, testing error: 0.231346
Epoch 97, 97/100, training error: 0.225666, testing error: 0.230981
Epoch 98, 98/100, training error: 0.225625, testing error: 0.232410
Epoch 99, 99/100, training error: 0.225673, testing error: 0.231483
Epoch 100, 100/100, training error: 0.225615, testing error: 0.230344
Epoch 101, 1/100, training error: 0.225566, testing error: 0.231447
Epoch 102, 2/100, training error: 0.225504, testing error: 0.231929
Epoch 103, 3/100, training error: 0.225525, testing error: 0.230886
Epoch 104, 4/100, training error: 0.225423, testing error: 0.230935
Epoch 105, 5/100, training error: 0.225384, testing error: 0.232049
Epoch 106, 6/100, training error: 0.225430, testing error: 0.231225
Epoch 107, 7/100, training error: 0.225317, testing error: 0.230067
Epoch 108, 8/100, training error: 0.225293, testing error: 0.231321
Epoch 109, 9/100, training error: 0.225251, testing error: 0.231452
Epoch 110, 10/100, training error: 0.225219, testing error: 0.230594
Epoch 111, 11/100, training error: 0.225171, testing error: 0.230716
Epoch 112, 12/100, training error: 0.225149, testing error: 0.231466
Epoch 113, 13/100, training error: 0.225185, testing error: 0.230868
Epoch 114, 14/100, training error: 0.225071, testing error: 0.229738
Epoch 115, 15/100, training error: 0.225014, testing error: 0.231059
Epoch 116, 16/100, training error: 0.225029, testing error: 0.230756
Epoch 117, 17/100, training error: 0.224967, testing error: 0.230201
Epoch 118, 18/100, training error: 0.224948, testing error: 0.230500
Epoch 119, 19/100, training error: 0.224908, testing error: 0.231469
Epoch 120, 20/100, training error: 0.224963, testing error: 0.230615
Epoch 121, 21/100, training error: 0.224843, testing error: 0.229819
Epoch 122, 22/100, training error: 0.224798, testing error: 0.231248
Epoch 123, 23/100, training error: 0.224822, testing error: 0.230292
Epoch 124, 24/100, training error: 0.224760, testing error: 0.229818
Epoch 125, 25/100, training error: 0.224739, testing error: 0.230555
Epoch 126, 26/100, training error: 0.224698, testing error: 0.231378
Epoch 127, 27/100, training error: 0.224726, testing error: 0.230419
Epoch 128, 28/100, training error: 0.224630, testing error: 0.229794
Epoch 129, 29/100, training error: 0.224594, testing error: 0.231335
Epoch 130, 30/100, training error: 0.224624, testing error: 0.230299
Epoch 131, 31/100, training error: 0.224565, testing error: 0.229499
Epoch 132, 32/100, training error: 0.224558, testing error: 0.230312
Epoch 133, 33/100, training error: 0.224511, testing error: 0.231134
Epoch 134, 34/100, training error: 0.224488, testing error: 0.229924
Epoch 135, 35/100, training error: 0.224372, testing error: 0.229814
Epoch 136, 36/100, training error: 0.224343, testing error: 0.231104
Epoch 137, 37/100, training error: 0.224400, testing error: 0.230214
Epoch 138, 38/100, training error: 0.224339, testing error: 0.229264
Epoch 139, 39/100, training error: 0.224342, testing error: 0.230149
Epoch 140, 40/100, training error: 0.224272, testing error: 0.230531
Epoch 141, 41/100, training error: 0.224260, testing error: 0.229883
Epoch 142, 42/100, training error: 0.224192, testing error: 0.229904
Epoch 143, 43/100, training error: 0.224181, testing error: 0.230862
Epoch 144, 44/100, training error: 0.224242, testing error: 0.230355
Epoch 145, 45/100, training error: 0.224139, testing error: 0.229292
Epoch 146, 46/100, training error: 0.224145, testing error: 0.230327
Epoch 147, 47/100, training error: 0.224118, testing error: 0.230265
Epoch 148, 48/100, training error: 0.224058, testing error: 0.229753
Epoch 149, 49/100, training error: 0.224037, testing error: 0.229744
Epoch 150, 50/100, training error: 0.224043, testing error: 0.230869
Epoch 151, 51/100, training error: 0.224116, testing error: 0.230125
Epoch 152, 52/100, training error: 0.223969, testing error: 0.229245
Epoch 153, 53/100, training error: 0.223963, testing error: 0.230438
Epoch 154, 54/100, training error: 0.223976, testing error: 0.229968
Epoch 155, 55/100, training error: 0.223891, testing error: 0.229358
Epoch 156, 56/100, training error: 0.223876, testing error: 0.229559
Epoch 157, 57/100, training error: 0.223896, testing error: 0.230549
Epoch 158, 58/100, training error: 0.223923, testing error: 0.229848
Epoch 159, 59/100, training error: 0.223786, testing error: 0.229159
Epoch 160, 60/100, training error: 0.223787, testing error: 0.230489
Epoch 161, 61/100, training error: 0.223822, testing error: 0.229677
Epoch 162, 62/100, training error: 0.223739, testing error: 0.228992
Epoch 163, 63/100, training error: 0.223745, testing error: 0.229380
Epoch 164, 64/100, training error: 0.223748, testing error: 0.230168
Epoch 165, 65/100, training error: 0.223712, testing error: 0.229478
Epoch 166, 66/100, training error: 0.223592, testing error: 0.229314
Epoch 167, 67/100, training error: 0.223616, testing error: 0.230392
Epoch 168, 68/100, training error: 0.223652, testing error: 0.229588
Epoch 169, 69/100, training error: 0.223590, testing error: 0.228911
Epoch 170, 70/100, training error: 0.223590, testing error: 0.229481
Epoch 171, 71/100, training error: 0.223595, testing error: 0.229985
Epoch 172, 72/100, training error: 0.223545, testing error: 0.229429
Epoch 173, 73/100, training error: 0.223443, testing error: 0.229419
Epoch 174, 74/100, training error: 0.223459, testing error: 0.230470
Epoch 175, 75/100, training error: 0.223484, testing error: 0.229665
Epoch 176, 76/100, training error: 0.223428, testing error: 0.228715
Epoch 177, 77/100, training error: 0.223422, testing error: 0.229576
Epoch 178, 78/100, training error: 0.223436, testing error: 0.229901
Epoch 179, 79/100, training error: 0.223390, testing error: 0.229278
Epoch 180, 80/100, training error: 0.223332, testing error: 0.229515
Epoch 181, 81/100, training error: 0.223339, testing error: 0.230312
Epoch 182, 82/100, training error: 0.223366, testing error: 0.229633
Epoch 183, 83/100, training error: 0.223293, testing error: 0.228761
Epoch 184, 84/100, training error: 0.223274, testing error: 0.229820
Epoch 185, 85/100, training error: 0.223316, testing error: 0.229684
Epoch 186, 86/100, training error: 0.223242, testing error: 0.229012
Epoch 187, 87/100, training error: 0.223210, testing error: 0.229494
Epoch 188, 88/100, training error: 0.223201, testing error: 0.230092
Epoch 189, 89/100, training error: 0.223250, testing error: 0.229512
Epoch 190, 90/100, training error: 0.223170, testing error: 0.228937
Epoch 191, 91/100, training error: 0.223114, testing error: 0.230088
Epoch 192, 92/100, training error: 0.223188, testing error: 0.229561
Epoch 193, 93/100, training error: 0.223117, testing error: 0.228781
Epoch 194, 94/100, training error: 0.223090, testing error: 0.229496
Epoch 195, 95/100, training error: 0.223093, testing error: 0.230167
Epoch 196, 96/100, training error: 0.223113, testing error: 0.229320
Epoch 197, 97/100, training error: 0.223014, testing error: 0.229330
Epoch 198, 98/100, training error: 0.222979, testing error: 0.230346
Epoch 199, 99/100, training error: 0.223040, testing error: 0.229540
Epoch 200, 100/100, training error: 0.223000, testing error: 0.228835
Done
