In this Ablation study, multiple threads are used to make batches for global training. 10 CPUs are requested and 8 CPUs are used.
Done
total_time=2.0458967685699463
model1 created. 
 --- model1 size: 11.27 MBs,
 --- Num params: 2.944 mil. 
model1 created. 
 --- model1 size: 11.27 MBs,
 --- Num params: 2.944 mil. 
Training...
Epoch 68, 1/100, training error: 0.320138, testing error: 0.659792
Epoch 111, 44/100, training error: 0.314133, testing error: 0.703699
Epoch 112, 45/100, training error: 0.314326, testing error: 0.729344
Epoch 113, 46/100, training error: 0.313916, testing error: 0.714862
Epoch 114, 47/100, training error: 0.313705, testing error: 0.710491
Epoch 115, 48/100, training error: 0.314105, testing error: 0.695712
Epoch 116, 49/100, training error: 0.313836, testing error: 0.724061
Epoch 117, 50/100, training error: 0.313618, testing error: 0.711019
Epoch 118, 51/100, training error: 0.313941, testing error: 0.712422
Epoch 119, 52/100, training error: 0.314089, testing error: 0.725913
Epoch 120, 53/100, training error: 0.313818, testing error: 0.709186
Epoch 121, 54/100, training error: 0.313477, testing error: 0.703165
Epoch 122, 55/100, training error: 0.313925, testing error: 0.708094
Epoch 123, 56/100, training error: 0.313688, testing error: 0.710422
Epoch 124, 57/100, training error: 0.313340, testing error: 0.699886
Epoch 125, 58/100, training error: 0.313725, testing error: 0.706461
Epoch 126, 59/100, training error: 0.313985, testing error: 0.729228
Epoch 127, 60/100, training error: 0.313596, testing error: 0.715764
Epoch 128, 61/100, training error: 0.313432, testing error: 0.715557
Epoch 129, 62/100, training error: 0.313700, testing error: 0.697788
Epoch 130, 63/100, training error: 0.313474, testing error: 0.710999
Epoch 131, 64/100, training error: 0.313203, testing error: 0.719092
Epoch 132, 65/100, training error: 0.313645, testing error: 0.682757
Epoch 133, 66/100, training error: 0.313452, testing error: 0.716342
Epoch 134, 67/100, training error: 0.313315, testing error: 0.725117
Epoch 135, 68/100, training error: 0.313271, testing error: 0.702654
Epoch 136, 69/100, training error: 0.313440, testing error: 0.716750
Epoch 137, 70/100, training error: 0.313262, testing error: 0.705013
Epoch 138, 71/100, training error: 0.312956, testing error: 0.724637
Epoch 139, 72/100, training error: 0.313376, testing error: 0.694971
Epoch 140, 73/100, training error: 0.313270, testing error: 0.718368
Epoch 141, 74/100, training error: 0.313090, testing error: 0.725576
Epoch 142, 75/100, training error: 0.313219, testing error: 0.699063
Epoch 143, 76/100, training error: 0.313177, testing error: 0.719599
Epoch 144, 77/100, training error: 0.313030, testing error: 0.716074
Epoch 145, 78/100, training error: 0.312872, testing error: 0.708352
Epoch 146, 79/100, training error: 0.313136, testing error: 0.703302
Epoch 147, 80/100, training error: 0.313084, testing error: 0.720303
Epoch 148, 81/100, training error: 0.312811, testing error: 0.724684
Epoch 149, 82/100, training error: 0.313092, testing error: 0.711763
Epoch 150, 83/100, training error: 0.313111, testing error: 0.710480
Epoch 151, 84/100, training error: 0.312933, testing error: 0.707121
Epoch 152, 85/100, training error: 0.312724, testing error: 0.720486
Epoch 153, 86/100, training error: 0.313081, testing error: 0.700335
Epoch 154, 87/100, training error: 0.312946, testing error: 0.719033
Epoch 155, 88/100, training error: 0.312610, testing error: 0.715926
Epoch 156, 89/100, training error: 0.312949, testing error: 0.708333
Epoch 157, 90/100, training error: 0.313130, testing error: 0.715614
Epoch 158, 91/100, training error: 0.312800, testing error: 0.705987
Epoch 159, 92/100, training error: 0.312640, testing error: 0.714306
Epoch 160, 93/100, training error: 0.312861, testing error: 0.709376
Epoch 161, 94/100, training error: 0.312754, testing error: 0.715110
Epoch 162, 95/100, training error: 0.312437, testing error: 0.714209
Epoch 163, 96/100, training error: 0.312824, testing error: 0.699461
Epoch 164, 97/100, training error: 0.312890, testing error: 0.720313
Epoch 165, 98/100, training error: 0.312604, testing error: 0.714236
Epoch 166, 99/100, training error: 0.312558, testing error: 0.708632
Epoch 167, 100/100, training error: 0.312804, testing error: 0.720478
Done
