In this Ablation study, multiple threads are used to make batches for global training. 10 CPUs are requested and 8 CPUs are used. Only the stratospheric data is used - which might not be the best choice since troposheric information is completely ignored - but it is a plausible test of nonlocal predictability in the stratosphere. To evaluate seasonal predictions, the full year 2015 is used a validation set, which is also good because 2015 had extreme winds in the stratosphere during DJF. Input set can be variable with this dataset. Right now only u,v,theta are input. Should extend it to include w and N2 later. Output is UW and VW.
Done
Region: 1andes
total_time=2.732781410217285
Input dim: 183, hidden dim: 732, output dim: 120
model1 created. 
 --- model1 size: 9.55 MBs,
 --- Num params: 2.495 mil. 
Training...
Epoch 1, 1/100, training error: 0.256629, testing error: 0.254138
Epoch 26, 26/100, training error: 0.232144, testing error: 0.236905
Epoch 27, 27/100, training error: 0.232112, testing error: 0.235766
Epoch 28, 28/100, training error: 0.231882, testing error: 0.235121
Epoch 29, 29/100, training error: 0.231643, testing error: 0.236234
Epoch 30, 30/100, training error: 0.231536, testing error: 0.235587
Epoch 31, 31/100, training error: 0.231308, testing error: 0.234473
Epoch 32, 32/100, training error: 0.231315, testing error: 0.236024
Epoch 33, 33/100, training error: 0.231000, testing error: 0.235721
Epoch 34, 34/100, training error: 0.230871, testing error: 0.234713
Epoch 35, 35/100, training error: 0.230716, testing error: 0.234734
Epoch 36, 36/100, training error: 0.230497, testing error: 0.235350
Epoch 37, 37/100, training error: 0.230408, testing error: 0.234509
Epoch 38, 38/100, training error: 0.230203, testing error: 0.233401
Epoch 39, 39/100, training error: 0.230158, testing error: 0.234413
Epoch 40, 40/100, training error: 0.229958, testing error: 0.234588
Epoch 41, 41/100, training error: 0.229818, testing error: 0.233590
Epoch 42, 42/100, training error: 0.229688, testing error: 0.234164
Epoch 43, 43/100, training error: 0.229518, testing error: 0.234522
Epoch 44, 44/100, training error: 0.229426, testing error: 0.233913
Epoch 45, 45/100, training error: 0.229284, testing error: 0.233216
Epoch 46, 46/100, training error: 0.229228, testing error: 0.234497
Epoch 47, 47/100, training error: 0.229046, testing error: 0.233780
Epoch 48, 48/100, training error: 0.228945, testing error: 0.233269
Epoch 49, 49/100, training error: 0.228877, testing error: 0.234269
Epoch 50, 50/100, training error: 0.228711, testing error: 0.233972
Epoch 51, 51/100, training error: 0.228681, testing error: 0.233708
Epoch 52, 52/100, training error: 0.228532, testing error: 0.232795
Epoch 53, 53/100, training error: 0.228435, testing error: 0.234248
Epoch 54, 54/100, training error: 0.228331, testing error: 0.233593
Epoch 55, 55/100, training error: 0.228228, testing error: 0.232693
Epoch 56, 56/100, training error: 0.228185, testing error: 0.233957
Epoch 57, 57/100, training error: 0.228053, testing error: 0.233933
Epoch 58, 58/100, training error: 0.228036, testing error: 0.233242
Epoch 59, 59/100, training error: 0.227887, testing error: 0.232641
Epoch 60, 60/100, training error: 0.227808, testing error: 0.234208
Epoch 61, 61/100, training error: 0.227764, testing error: 0.233256
Epoch 62, 62/100, training error: 0.227632, testing error: 0.232262
Epoch 63, 63/100, training error: 0.227648, testing error: 0.233747
Epoch 64, 64/100, training error: 0.227489, testing error: 0.234019
Epoch 65, 65/100, training error: 0.227443, testing error: 0.232952
Epoch 66, 66/100, training error: 0.227338, testing error: 0.232922
Epoch 67, 67/100, training error: 0.227267, testing error: 0.234011
Epoch 68, 68/100, training error: 0.227236, testing error: 0.233426
Epoch 69, 69/100, training error: 0.227119, testing error: 0.232149
Epoch 70, 70/100, training error: 0.227123, testing error: 0.233753
Epoch 71, 71/100, training error: 0.227036, testing error: 0.233810
Epoch 72, 72/100, training error: 0.226950, testing error: 0.232493
Epoch 73, 73/100, training error: 0.226885, testing error: 0.232919
Epoch 74, 74/100, training error: 0.226791, testing error: 0.233384
Epoch 75, 75/100, training error: 0.226774, testing error: 0.232666
Epoch 76, 76/100, training error: 0.226652, testing error: 0.231447
Epoch 77, 77/100, training error: 0.226627, testing error: 0.232976
Epoch 78, 78/100, training error: 0.226590, testing error: 0.232584
Epoch 79, 79/100, training error: 0.226526, testing error: 0.231753
Epoch 80, 80/100, training error: 0.226462, testing error: 0.232149
Epoch 81, 81/100, training error: 0.226388, testing error: 0.232643
Epoch 82, 82/100, training error: 0.226419, testing error: 0.232043
Epoch 83, 83/100, training error: 0.226281, testing error: 0.230980
Epoch 84, 84/100, training error: 0.226223, testing error: 0.232505
Epoch 85, 85/100, training error: 0.226214, testing error: 0.231976
Epoch 86, 86/100, training error: 0.226125, testing error: 0.230999
Epoch 87, 87/100, training error: 0.226098, testing error: 0.231565
Epoch 88, 88/100, training error: 0.226040, testing error: 0.232114
Epoch 89, 89/100, training error: 0.226053, testing error: 0.231486
Epoch 90, 90/100, training error: 0.225955, testing error: 0.230837
Epoch 91, 91/100, training error: 0.225869, testing error: 0.232510
Epoch 92, 92/100, training error: 0.225926, testing error: 0.231552
Epoch 93, 93/100, training error: 0.225833, testing error: 0.230836
Epoch 94, 94/100, training error: 0.225819, testing error: 0.231782
Epoch 95, 95/100, training error: 0.225756, testing error: 0.232111
Epoch 96, 96/100, training error: 0.225812, testing error: 0.231346
Epoch 97, 97/100, training error: 0.225666, testing error: 0.230981
Epoch 98, 98/100, training error: 0.225625, testing error: 0.232410
Epoch 99, 99/100, training error: 0.225673, testing error: 0.231483
Epoch 100, 100/100, training error: 0.225615, testing error: 0.230344
Done
