In this Ablation study, multiple threads are used to make batches for global training. 10 CPUs are requested and 8 CPUs are used. Only the stratospheric data is used - which might not be the best choice since troposheric information is completely ignored - but it is a plausible test of nonlocal predictability in the stratosphere. To evaluate seasonal predictions, the full year 2015 is used a validation set, which is also good because 2015 had extreme winds in the stratosphere during DJF. Input set can be variable with this dataset. Right now only u,v,theta are input. Should extend it to include w and N2 later. Output is UW and VW.
Done
Region: 1andes
total_time=1.2946319580078125
Input dim: 183, hidden dim: 732, output dim: 120
model1 created. 
 --- model1 size: 19.72 MBs,
 --- Num params: 5.169 mil. 
Training...
Epoch 1, 1/200, training error: 0.258053, testing error: 0.258477
Epoch 65, 65/200, training error: 0.260521, testing error: 0.256819
Epoch 66, 66/200, training error: 0.259617, testing error: 0.255161
Epoch 67, 67/200, training error: 0.258714, testing error: 0.254980
Epoch 68, 68/200, training error: 0.258037, testing error: 0.254335
Epoch 69, 69/200, training error: 0.257106, testing error: 0.253424
Epoch 70, 70/200, training error: 0.256532, testing error: 0.253195
Epoch 71, 71/200, training error: 0.434933, testing error: 0.252297
Epoch 72, 72/200, training error: 0.255827, testing error: 0.252475
Epoch 73, 73/200, training error: 0.255298, testing error: 0.251686
Epoch 74, 74/200, training error: 0.254745, testing error: 0.251064
Epoch 75, 75/200, training error: 0.254349, testing error: 0.251152
Epoch 76, 76/200, training error: 0.253667, testing error: 0.250395
Epoch 77, 77/200, training error: 1.629101, testing error: 0.252831
Epoch 78, 78/200, training error: 0.255128, testing error: 0.250626
Epoch 79, 79/200, training error: 0.254107, testing error: 0.249976
Epoch 80, 80/200, training error: 0.256190, testing error: 0.249263
Epoch 81, 81/200, training error: 0.254309, testing error: 0.250092
Epoch 82, 82/200, training error: 0.253422, testing error: 0.249017
Epoch 83, 83/200, training error: 0.252818, testing error: 0.249071
Epoch 84, 84/200, training error: 0.252458, testing error: 0.248358
Epoch 85, 85/200, training error: 0.252201, testing error: 0.248010
Epoch 86, 86/200, training error: 0.251625, testing error: 0.248205
Epoch 87, 87/200, training error: 0.251255, testing error: 0.248042
Epoch 88, 88/200, training error: 0.250748, testing error: 0.248371
Epoch 89, 89/200, training error: 0.250489, testing error: 0.247637
Epoch 90, 90/200, training error: 0.249952, testing error: 0.246921
Epoch 91, 91/200, training error: 0.249687, testing error: 0.247130
Epoch 92, 92/200, training error: 0.249338, testing error: 0.246863
Epoch 93, 93/200, training error: 0.249138, testing error: 0.246858
Epoch 94, 94/200, training error: 0.249218, testing error: 0.247167
Epoch 95, 95/200, training error: 0.248471, testing error: 0.246507
Epoch 96, 96/200, training error: 0.248369, testing error: 0.246359
Epoch 97, 97/200, training error: 0.247839, testing error: 0.245933
Epoch 98, 98/200, training error: 0.247584, testing error: 0.246440
Epoch 99, 99/200, training error: 0.247292, testing error: 0.245741
Epoch 100, 100/200, training error: 0.246786, testing error: 0.245280
Epoch 101, 101/200, training error: 0.246506, testing error: 0.245238
Epoch 102, 102/200, training error: 0.260727, testing error: 0.244813
Epoch 103, 103/200, training error: 0.246747, testing error: 0.244585
Epoch 104, 104/200, training error: 42.412148, testing error: 0.280250
Epoch 105, 105/200, training error: 0.275416, testing error: 0.277995
Epoch 106, 106/200, training error: 0.272803, testing error: 0.274576
Epoch 107, 107/200, training error: 0.269865, testing error: 0.271083
Epoch 108, 108/200, training error: 0.267615, testing error: 0.267622
Epoch 109, 109/200, training error: 2.786536, testing error: 0.280263
Epoch 110, 110/200, training error: 0.276560, testing error: 0.278520
Epoch 111, 111/200, training error: 0.295876, testing error: 0.280567
Epoch 112, 112/200, training error: 0.275566, testing error: 0.278146
Epoch 113, 113/200, training error: 0.274127, testing error: 0.279008
Epoch 114, 114/200, training error: 0.272076, testing error: 0.274051
Epoch 115, 115/200, training error: 0.269850, testing error: 0.272351
Epoch 116, 116/200, training error: 0.266941, testing error: 0.266436
Epoch 117, 117/200, training error: 0.275907, testing error: 0.263505
Epoch 118, 118/200, training error: 0.263340, testing error: 0.262491
Epoch 119, 119/200, training error: 1.316064, testing error: 0.279711
Epoch 120, 120/200, training error: 0.273993, testing error: 0.276538
Epoch 121, 121/200, training error: 0.270714, testing error: 0.271300
Epoch 122, 122/200, training error: 0.268202, testing error: 0.267837
Epoch 123, 123/200, training error: 0.265688, testing error: 0.263421
Epoch 124, 124/200, training error: 0.264157, testing error: 0.262546
Epoch 125, 125/200, training error: 0.262664, testing error: 0.261732
Epoch 126, 126/200, training error: 0.261023, testing error: 0.261195
Epoch 127, 127/200, training error: 0.260216, testing error: 0.259852
Epoch 128, 128/200, training error: 0.259160, testing error: 0.258762
Epoch 129, 129/200, training error: 0.258407, testing error: 0.258673
Epoch 130, 130/200, training error: 0.257433, testing error: 0.258980
Epoch 131, 131/200, training error: 0.276698, testing error: 0.261233
Epoch 132, 132/200, training error: 11.235455, testing error: 0.283387
Epoch 133, 133/200, training error: 0.299217, testing error: 0.282394
Epoch 134, 134/200, training error: 0.302911, testing error: 0.283036
Epoch 135, 135/200, training error: 0.288582, testing error: 0.283065
Epoch 136, 136/200, training error: 0.304820, testing error: 0.282306
Epoch 137, 137/200, training error: 0.285602, testing error: 0.282816
Epoch 138, 138/200, training error: 0.282006, testing error: 0.282058
Epoch 139, 139/200, training error: 0.280467, testing error: 0.282559
Epoch 140, 140/200, training error: 0.285520, testing error: 0.282377
Epoch 141, 141/200, training error: 0.283591, testing error: 0.282570
Epoch 142, 142/200, training error: 337.707489, testing error: 0.282411
Epoch 143, 143/200, training error: 0.284374, testing error: 0.282057
Epoch 144, 144/200, training error: 0.280946, testing error: 0.282587
Epoch 145, 145/200, training error: 0.279590, testing error: 0.282011
Epoch 146, 146/200, training error: 0.278928, testing error: 0.282372
Epoch 147, 147/200, training error: 5541.752441, testing error: 0.283239
Epoch 148, 148/200, training error: 1.124524, testing error: 0.282590
Epoch 149, 149/200, training error: 0.292197, testing error: 0.282848
Epoch 150, 150/200, training error: 534.611877, testing error: 0.282849
Epoch 151, 151/200, training error: 0.308905, testing error: 0.282742
Epoch 152, 152/200, training error: 0.299808, testing error: 0.282140
Epoch 153, 153/200, training error: 0.295243, testing error: 0.282524
Epoch 154, 154/200, training error: 0.291734, testing error: 0.282360
